200,176
201,122
202,153
203,39
204,20
205,248
206,196
207,296
208,360
209,139
210,172
211,42
212,256
213,54
214,280
215,25
216,118
217,194
218,234
219,80
220,96
221,31
222,128
223,329
224,80
225,291
226,347
227,150
228,36
229,189
230,290
231,299
232,364
233,204
234,190
235,393
236,1
237,365
238,192
239,268
240,269
241,325
242,119
243,259
244,162
245,31
246,79
247,106
248,194
249,34
250,350
251,182
252,98
253,279
254,339
255,382
256,56
257,234
258,101
259,387
260,32
261,296
262,254
263,249
264,271
265,380
266,384
267,396
268,67
269,106
270,53
271,90
272,165
273,37
274,229
275,127
276,172
277,126
278,392
279,39
280,276
281,391
282,300
283,140
284,107
285,2
286,232
287,359
288,260
289,261
290,40
291,217
292,43
293,363
294,362
295,131
296,339
297,20
298,66
299,347
300,14
301,332
302,330
303,219
304,296
305,188
306,121
307,2
308,292
309,41
310,218
311,74
312,58
313,395
314,32
315,131
316,306
317,247
318,337
319,39
320,125
321,102
322,374
323,341
324,62
325,77
326,31
327,126
328,362
329,351
330,288
331,127
332,68
333,291
334,106
335,209
336,299
337,261
338,11
339,90
340,188
341,92
342,161
343,336
344,257
345,131
346,8
347,332
348,47
349,15
350,38
351,23
352,78
353,189
354,281
355,383
356,185
357,368
358,339
359,140
360,243
361,217
362,275
363,289
364,308
365,62
366,233
367,283
368,386
369,51
370,181
371,389
372,50
373,277
374,5
375,67
376,230
377,311
378,127
379,80
380,185
381,245
382,108
383,242
384,23
385,121
386,251
387,73
388,375
389,170
390,367
391,234
392,384
393,64
394,119
395,170
396,195
397,263
398,55
399,337
400,373
401,301
402,322
403,60
404,261
405,382
406,223
407,174
408,58
409,23
410,253
411,106
412,37
413,163
414,12
415,9
416,385
417,124
418,265
419,359
420,18
421,46
422,248
423,18
424,303
425,271
426,367
427,134
428,310
429,176
430,236
431,64
432,40
433,2
434,112
435,155
436,282
437,72
438,203
439,231
440,375
441,155
442,339
443,145
444,381
445,35
446,183
447,292
448,68
449,216
450,235
451,174
452,389
453,84
454,35
455,87
456,33
457,289
458,152
459,240
460,271
461,294
462,229
463,294
464,35
465,297
466,191
467,16
468,305
469,136
470,295
471,185
472,398
473,155
474,381
475,354
476,279
477,20
478,95
479,327
480,51
481,114
482,297
483,186
484,24
485,199
486,3
487,272
488,396
489,330
490,139
491,46
492,29
493,85
494,219
495,171
496,282
497,285
498,78
499,348
500,33
501,303
502,238
503,113
504,101
505,166
506,384
507,68
508,224
509,274
510,79
511,291
512,162
513,284
514,244
515,234
516,63
517,340
518,151
519,333
520,353
521,318
522,202
523,253
524,208
525,166
526,108
527,281
528,255
529,225
530,220
531,260
532,375
533,262
534,343
535,380
536,271
537,46
538,305
539,225
540,372
541,148
542,44
543,389
544,43
545,89
546,6
547,254
548,280
549,115
550,53
551,216
552,255
553,207
554,5
555,140
556,183
557,171
558,37
559,6
560,96
561,397
562,16
563,355
564,370
565,26
566,93
567,150
568,228
569,75
570,165
571,28
572,76
573,17
574,309
575,337
576,397
577,228
578,22
579,256
580,74
581,193
582,225
583,10
584,154
585,75
586,319
587,115
588,211
589,274
590,28
591,131
592,182
593,279
594,45
595,397
596,197
597,243
598,121
599,369
